price,latitude,longitude,num_bathrooms,num_bedrooms,num_floors,property_type,tenure
600000,51.440907,0.146652,2,4,3,semi-detached house,freehold
900000,51.437935,0.157493,1,4,0,detached house,freehold
200000,51.439,0.153074,1,1,0,flat,leasehold
550000,51.44266,0.146187,1,3,0,semi-detached house,freehold
762000,51.442516,0.141012,2,5,0,detached house,freehold
650000,51.444965,0.143923,1,3,0,semi-detached house,freehold
375000,51.442204,0.142009,1,2,0,flat,leasehold
525000,51.43949,0.138213,1,3,0,semi-detached house,freehold
290000,51.44423,0.14115,1,3,0,detached house,freehold
250000,51.44208,0.152724,1,1,0,flat,leasehold
109995,51.441563,0.149633,1,2,0,maisonette,leasehold
355000,51.44276,0.148525,1,3,0,detached house,freehold
305000,51.44471,0.151759,1,2,0,terraced house,freehold
375000,51.44208,0.152724,2,3,0,terraced house,freehold
196000,51.454224,0.144521,1,1,0,maisonette,leasehold
485000,51.46176,0.135875,1,3,0,semi-detached house,freehold
322500,51.46067,0.139304,2,4,0,semi-detached house,freehold
226000,51.458637,0.138473,1,3,0,end terrace house,freehold
312000,51.4587,0.151741,2,3,0,terraced house,freehold
165500,51.4566,0.151759,1,1,0,maisonette,leasehold
500000,51.455326,0.139527,2,3,0,detached house,freehold
79995,51.45441,0.136391,2,2,0,terraced house,freehold
192000,51.461502,0.153587,1,1,0,flat,leasehold
105000,51.45773,0.15061,1,3,0,detached house,freehold
223000,51.460068,0.13739,1,2,0,flat,leasehold
294000,51.453747,0.148768,1,3,0,terraced house,freehold
270000,51.460377,0.146601,2,4,0,bungalow,freehold
250000,51.46388,0.149415,1,2,0,end terrace house,freehold
163500,51.463387,0.141921,1,2,0,maisonette,leasehold
262000,51.458153,0.139805,1,3,0,terraced house,freehold
262500,51.458885,0.136082,1,4,0,detached house,freehold
285000,51.457863,0.145389,1,2,0,maisonette,leasehold
182000,51.4598,0.151589,1,3,0,terraced house,freehold
335000,51.453865,0.138266,3,4,0,detached house,freehold
260000,51.46761,0.134133,1,3,0,semi-detached house,freehold
92000,51.470547,0.131211,1,3,0,semi-detached house,freehold
485000,51.46176,0.135875,1,3,0,semi-detached house,freehold
450000,51.4584,0.129332,1,2,0,detached bungalow,freehold
160000,51.459,0.125736,1,1,0,flat,leasehold
212950,51.4593,0.128112,2,3,0,terraced house,freehold
100000,51.465824,0.124024,1,3,0,semi-detached house,freehold
322500,51.46067,0.139304,2,4,0,semi-detached house,freehold
385000,51.46352,0.127097,1,3,0,terraced house,freehold
226000,51.458637,0.138473,1,3,0,end terrace house,freehold
180000,51.4589,0.130916,1,2,0,flat,leasehold
188000,51.4592,0.125746,1,1,0,flat,leasehold
148000,51.46755,0.129419,1,3,0,semi-detached house,freehold
270000,51.468273,0.136261,1,2,0,maisonette,leasehold
340000,51.46433,0.130707,1,3,0,bungalow,freehold
223000,51.460068,0.13739,1,2,0,flat,leasehold
270000,51.469494,0.132402,2,4,0,semi-detached house,freehold
163500,51.463387,0.141921,1,2,0,maisonette,leasehold
275000,51.469486,0.140263,2,4,0,semi-detached house,freehold
262000,51.458153,0.139805,1,3,0,terraced house,freehold
360000,51.459816,0.129487,2,3,0,terraced house,freehold
147500,51.470226,0.129224,2,3,0,semi-detached house,freehold
650000,51.467,0.125889,2,4,0,semi-detached house,freehold
262500,51.458885,0.136082,1,4,0,detached house,freehold
212000,51.45902,0.125448,1,2,0,flat,leasehold
435000,51.46939,0.127718,2,3,0,semi-detached house,freehold
295000,52.205227,-0.881353,2,4,0,detached house,freehold
182000,52.20693,-0.907433,1,2,0,end terrace house,freehold
295000,52.205227,-0.881353,2,4,0,detached house,freehold
370000,52.259277,-0.822492,3,5,0,detached house,freehold
103500,52.26307,-0.837141,1,3,0,terraced house,freehold
125000,52.254707,-0.83818,1,2,0,semi-detached bungalow,freehold
179950,52.25613,-0.828078,2,4,0,link-detached house,freehold
289995,52.258,-0.825412,2,4,0,detached house,freehold
225000,52.25613,-0.828078,2,4,0,detached house,freehold
200000,52.25732,-0.841277,1,3,0,terraced house,freehold
240000,52.256767,-0.826113,1,4,0,end terrace house,freehold
255950,52.25726,-0.826024,2,3,0,detached house,freehold
230000,52.256798,-0.824267,2,4,0,semi-detached house,freehold
182000,52.2567,-0.850479,1,3,0,semi-detached house,freehold
37500,52.2597,-0.856628,1,3,0,semi-detached house,freehold
145000,52.26623,-0.855921,1,4,0,semi-detached house,freehold
293000,52.26629,-0.858036,2,3,0,semi-detached house,freehold
245000,52.261936,-0.842475,1,2,0,end terrace house,freehold
47500,52.26954,-0.847875,1,2,0,detached bungalow,freehold
249995,52.257828,-0.84565,1,2,0,semi-detached bungalow,freehold
395000,52.267082,-0.851324,2,4,0,detached bungalow,freehold
103500,52.26307,-0.837141,1,3,0,terraced house,freehold
104000,52.26038,-0.855292,1,3,0,semi-detached house,freehold
135000,52.26195,-0.84246,1,3,0,terraced house,freehold
150000,52.263966,-0.851624,1,2,0,flat,leasehold
235000,52.256668,-0.845337,1,3,0,semi-detached house,freehold
265000,52.26761,-0.848093,1,2,0,detached bungalow,freehold
163000,52.262703,-0.853855,1,3,0,end terrace house,freehold
228500,52.25835,-0.843711,1,3,0,semi-detached house,freehold
85999,52.261215,-0.852575,1,3,0,terraced house,freehold
310000,52.26827,-0.848651,1,3,0,detached bungalow,freehold
400000,52.26118,-0.850905,3,4,0,detached house,freehold
295000,52.205227,-0.881353,2,4,0,detached house,freehold
384995,52.207127,-0.893533,2,4,0,detached house,freehold
75000,52.204643,-0.881339,2,4,0,detached house,freehold
270000,52.210876,-0.878319,1,2,0,semi-detached house,freehold
175000,52.207172,-0.877031,3,5,0,detached house,freehold
185000,52.208904,-0.89736,1,2,0,semi-detached house,freehold
162500,52.209557,-0.879137,1,2,0,semi-detached house,freehold
136500,52.206017,-0.878319,1,3,0,terraced house,freehold
170000,52.20574,-0.884223,1,2,0,terraced house,freehold
300000,52.21121,-0.877428,1,3,0,semi-detached house,freehold
172450,52.207172,-0.877031,3,5,0,detached house,freehold
97995,52.206093,-0.892428,1,3,0,semi-detached house,freehold
135000,52.205067,-0.895596,1,2,0,semi-detached house,freehold
173000,52.20409,-0.893454,1,2,0,semi-detached house,freehold
575000,52.207264,-0.880892,2,4,0,detached house,freehold
177000,52.207638,-0.891112,1,3,0,end terrace house,freehold
85000,52.204823,-0.877551,2,4,0,detached house,freehold
263000,52.205997,-0.888475,1,3,0,semi-detached house,freehold
178000,52.2089,-0.897052,2,3,0,detached house,freehold
307500,52.205624,-0.886992,2,4,0,detached house,freehold
325000,52.213894,-0.883946,1,3,0,terraced house,freehold
250000,52.207886,-0.886336,2,4,0,detached house,freehold
475000,52.212563,-0.887809,1,4,0,detached house,freehold
130995,52.209213,-0.890371,1,2,0,flat,leasehold
295000,52.205227,-0.881353,2,4,0,detached house,freehold
384995,52.207127,-0.893533,2,4,0,detached house,freehold
75000,52.204643,-0.881339,2,4,0,detached house,freehold
270000,52.210876,-0.878319,1,2,0,semi-detached house,freehold
175000,52.207172,-0.877031,3,5,0,detached house,freehold
185000,52.208904,-0.89736,1,2,0,semi-detached house,freehold
162500,52.209557,-0.879137,1,2,0,semi-detached house,freehold
136500,52.206017,-0.878319,1,3,0,terraced house,freehold
170000,52.20574,-0.884223,1,2,0,terraced house,freehold
300000,52.21121,-0.877428,1,3,0,semi-detached house,freehold
172450,52.207172,-0.877031,3,5,0,detached house,freehold
97995,52.206093,-0.892428,1,3,0,semi-detached house,freehold
135000,52.205067,-0.895596,1,2,0,semi-detached house,freehold
173000,52.20409,-0.893454,1,2,0,semi-detached house,freehold
575000,52.207264,-0.880892,2,4,0,detached house,freehold
177000,52.207638,-0.891112,1,3,0,end terrace house,freehold
85000,52.204823,-0.877551,2,4,0,detached house,freehold
263000,52.205997,-0.888475,1,3,0,semi-detached house,freehold
178000,52.2089,-0.897052,2,3,0,detached house,freehold
307500,52.205624,-0.886992,2,4,0,detached house,freehold
325000,52.213894,-0.883946,1,3,0,terraced house,freehold
250000,52.207886,-0.886336,2,4,0,detached house,freehold
475000,52.212563,-0.887809,1,4,0,detached house,freehold
130995,52.209213,-0.890371,1,2,0,flat,leasehold
99950,52.239334,-0.878153,1,4,0,terraced house,freehold
183000,52.241703,-0.857567,3,3,0,semi-detached house,freehold
310000,52.23933,-0.860575,1,2,0,detached bungalow,freehold
137000,52.241188,-0.876305,1,2,0,terraced house,freehold
325000,52.23713,-0.857223,2,4,0,detached house,freehold
395000,52.242664,-0.876665,1,5,0,terraced house,freehold
175000,52.242676,-0.877766,1,3,0,terraced house,freehold
187500,52.240868,-0.869239,1,3,0,terraced house,freehold
119000,52.243008,-0.876127,1,3,0,terraced house,freehold
180000,52.240795,-0.87533,1,2,0,terraced house,freehold
250000,52.2433,-0.867917,2,3,0,terraced house,freehold
194000,52.243736,-0.865329,1,4,0,terraced house,freehold
133000,52.2438,-0.873686,1,2,0,end terrace house,freehold
499950,52.238247,-0.86065,1,3,0,detached house,freehold
141000,52.2409,-0.877117,1,2,0,end terrace house,freehold
150000,52.242897,-0.877199,2,4,0,terraced house,freehold
325000,52.241577,-0.859035,1,3,0,semi-detached house,freehold
79950,52.23846,-0.861352,2,4,0,semi-detached house,freehold
270000,52.260796,-0.878857,1,3,0,semi-detached house,freehold
127500,52.26576,-0.885839,1,3,0,semi-detached house,freehold
86000,52.25984,-0.868434,1,2,0,maisonette,leasehold
240000,52.262,-0.877333,1,3,0,terraced house,freehold
210000,52.25986,-0.866762,1,3,0,end terrace house,freehold
179000,52.261246,-0.882055,3,4,0,bungalow,freehold
190000,52.266907,-0.870545,1,3,0,bungalow,freehold
170000,52.26927,-0.86922,1,3,0,semi-detached bungalow,freehold
167500,52.266228,-0.865971,1,2,0,terraced house,freehold
210000,52.266205,-0.868492,1,2,0,semi-detached bungalow,freehold
279995,52.267723,-0.876642,2,3,0,semi-detached house,freehold
106500,52.265514,-0.867962,1,2,0,semi-detached bungalow,freehold
97000,52.269108,-0.864865,1,2,0,semi-detached bungalow,freehold
250000,52.26707,-0.874945,1,3,0,semi-detached house,freehold
72995,52.268917,-0.873626,1,3,0,semi-detached bungalow,freehold
225000,52.26895,-0.869219,1,2,0,semi-detached house,freehold
147500,52.26828,-0.871033,2,4,0,semi-detached house,freehold
132000,52.269634,-0.87072,1,3,0,semi-detached house,freehold
300000,52.267048,-0.87697,2,3,0,detached house,freehold
135000,52.238743,-0.902009,1,2,0,flat,leasehold
122500,52.236614,-0.912943,1,2,0,terraced house,freehold
128000,52.24123,-0.913474,1,2,0,terraced house,freehold
104000,52.242943,-0.911292,2,3,0,end terrace house,freehold
90000,52.236416,-0.914939,2,4,0,end terrace house,freehold
122000,52.239647,-0.901694,1,3,0,terraced house,freehold
112000,52.24059,-0.913036,1,2,0,terraced house,freehold
33000,52.241,-0.91408,1,3,0,terraced house,freehold
76000,52.243713,-0.910982,1,1,0,flat,leasehold
156000,52.240425,-0.91301,1,4,0,end terrace house,freehold
130000,52.23869,-0.910095,1,3,0,terraced house,freehold
210000,52.238144,-0.908365,1,3,0,terraced house,freehold
104995,52.239807,-0.911283,1,3,0,terraced house,freehold
135000,52.241837,-0.89953,1,2,0,flat,leasehold
103000,52.241394,-0.90023,1,2,0,flat,leasehold
124500,52.238384,-0.915726,1,3,0,end terrace house,freehold
325000,51.56513,-0.135584,1,1,0,flat,leasehold
348950,52.471455,-1.884321,2,2,0,flat,leasehold
235000,52.472,-1.881625,1,1,0,flat,freehold
259950,52.472,-1.881625,2,2,0,flat,leasehold
160000,52.4727,-1.883669,1,1,0,flat,leasehold
208000,52.472,-1.881625,1,1,0,flat,leasehold
62000,51.750652,-2.233042,1,1,0,flat,leasehold
150000,51.74968,-2.236178,1,3,0,semi-detached house,freehold
168000,51.748165,-2.230825,2,3,0,semi-detached house,freehold
200000,51.747574,-2.23411,1,2,0,end terrace house,freehold
120000,51.749825,-2.249192,1,3,0,semi-detached house,freehold
750000,51.747784,-2.235407,2,5,0,semi-detached house,freehold
120000,51.751923,-2.236917,1,2,0,semi-detached house,freehold
165000,51.750343,-2.245281,1,3,0,semi-detached house,freehold
300000,51.750214,-2.244426,1,3,0,semi-detached house,freehold
138000,51.74912,-2.248534,1,2,0,end terrace house,freehold
167500,51.754517,-2.232288,1,2,0,semi-detached bungalow,freehold
131000,51.746803,-2.245722,1,2,0,semi-detached house,freehold
229995,51.747593,-2.248265,1,4,0,terraced house,freehold
250000,51.750168,-2.240956,3,5,0,detached house,freehold
375000,51.74752,-2.235394,1,3,0,detached house,freehold
180000,52.421867,0.753085,1,4,0,terraced house,freehold
185000,52.411774,0.752234,1,2,0,terraced house,freehold
154000,52.416836,0.74873,2,4,0,detached house,freehold
300000,52.411915,0.745375,2,3,0,semi-detached house,freehold
199000,52.421875,0.75051,2,5,0,detached house,freehold
160000,52.421875,0.75051,2,4,0,semi-detached house,freehold
255000,52.42219,0.749647,1,4,0,detached house,freehold
167000,52.40993,0.748252,1,3,0,semi-detached house,freehold
52200,52.41095,0.751624,1,3,0,flat,freehold
145000,52.413998,0.758667,1,3,0,semi-detached house,freehold
210000,52.41842,0.743382,1,3,0,detached bungalow,freehold
128000,52.624676,1.289506,1,1,0,flat,leasehold
186000,52.621994,1.28116,1,3,0,terraced house,freehold
335000,52.622765,1.290551,0,3,0,semi-detached house,freehold
95000,52.619827,1.295737,1,1,0,flat,leasehold
99000,52.625187,1.283547,1,3,0,maisonette,leasehold
350000,52.618458,1.297416,1,3,0,semi-detached house,freehold
210000,52.615963,1.29637,2,2,0,end terrace house,freehold
310000,52.621105,1.284159,1,3,0,terraced house,freehold
170000,52.618973,1.294381,1,2,0,flat,leasehold
197000,52.61985,1.290842,1,3,0,end terrace house,freehold
207500,52.6236,1.274049,1,3,0,terraced house,freehold
185000,52.6245,1.275939,2,3,0,terraced house,freehold
305000,52.622715,1.275713,2,3,0,terraced house,freehold
430000,52.625,1.268941,1,4,0,detached bungalow,freehold
200000,52.622704,1.275794,2,2,0,terraced house,freehold
186000,52.621994,1.28116,1,3,0,terraced house,freehold
185000,52.62481,1.272341,1,3,0,terraced house,freehold
195000,52.62294,1.269538,1,3,0,semi-detached house,freehold
350000,52.621338,1.265719,1,3,0,semi-detached house,freehold
140000,52.61788,1.269213,2,2,0,end terrace house,freehold
595000,52.62084,1.271683,2,4,0,semi-detached house,freehold
207500,52.6236,1.274049,1,3,0,terraced house,freehold
185000,52.6245,1.275939,2,3,0,terraced house,freehold
305000,52.622715,1.275713,2,3,0,terraced house,freehold
200000,52.622704,1.275794,2,2,0,terraced house,freehold
186000,52.621994,1.28116,1,3,0,terraced house,freehold
185000,52.62481,1.272341,1,3,0,terraced house,freehold
195000,52.62294,1.269538,1,3,0,semi-detached house,freehold
99000,52.625187,1.283547,1,3,0,maisonette,leasehold
140000,52.61788,1.269213,2,2,0,end terrace house,freehold
595000,52.62084,1.271683,2,4,0,semi-detached house,freehold
207500,52.6236,1.274049,1,3,0,terraced house,freehold
185000,52.6245,1.275939,2,3,0,terraced house,freehold
305000,52.622715,1.275713,2,3,0,terraced house,freehold
200000,52.622704,1.275794,2,2,0,terraced house,freehold
186000,52.621994,1.28116,1,3,0,terraced house,freehold
185000,52.62481,1.272341,1,3,0,terraced house,freehold
195000,52.62294,1.269538,1,3,0,semi-detached house,freehold
99000,52.625187,1.283547,1,3,0,maisonette,leasehold
140000,52.61788,1.269213,2,2,0,end terrace house,freehold
595000,52.62084,1.271683,2,4,0,semi-detached house,freehold
69950,52.628025,1.311393,1,0,0,studio,freehold
300000,52.627113,1.311879,2,3,0,semi-detached house,freehold
112500,52.63658,1.298191,1,2,0,terraced house,freehold
119000,52.63279,1.313788,1,1,0,flat,leasehold
162500,52.630066,1.310041,1,1,0,flat,leasehold
143000,52.63763,1.299391,1,2,0,terraced house,freehold
206555,52.629578,1.313728,1,3,0,end terrace house,freehold
180000,52.630604,1.308426,0,0,0,end terrace house,freehold
120000,52.628624,1.304714,1,1,0,flat,leasehold
168500,52.631886,1.297067,1,2,0,flat,leasehold
189950,52.638416,1.303587,1,3,0,terraced house,freehold
190000,52.63118,1.295116,2,2,0,flat,leasehold
200000,52.63009,1.310064,2,2,0,flat,leasehold
120000,52.636787,1.308655,1,1,0,flat,leasehold
69950,52.628025,1.311393,1,0,0,studio,freehold
112500,52.63658,1.298191,1,2,0,terraced house,freehold
162500,52.630066,1.310041,1,1,0,flat,leasehold
300000,52.62397,1.302359,1,2,0,flat,leasehold
143000,52.63763,1.299391,1,2,0,terraced house,freehold
180000,52.630604,1.308426,0,0,0,end terrace house,freehold
150000,52.63192,1.289331,1,1,0,flat,leasehold
500000,52.6244,1.295231,2,2,0,flat,leasehold
120000,52.628624,1.304714,1,1,0,flat,leasehold
168500,52.631886,1.297067,1,2,0,flat,leasehold
190000,52.63118,1.295116,2,2,0,flat,leasehold
150000,52.62087,1.308993,1,1,0,flat,leasehold
69950,52.628025,1.311393,1,0,0,studio,freehold
300000,52.627113,1.311879,2,3,0,semi-detached house,freehold
119000,52.63279,1.313788,1,1,0,flat,leasehold
162500,52.630066,1.310041,1,1,0,flat,leasehold
167500,52.62161,1.308077,0,1,0,flat,leasehold
165000,52.621204,1.308433,0,1,0,flat,leasehold
300000,52.62397,1.302359,1,2,0,flat,leasehold
150000,52.62087,1.308993,1,1,0,flat,leasehold
210000,52.617756,1.302445,2,3,0,terraced house,freehold
167500,52.62161,1.308077,0,1,0,flat,leasehold
165000,52.621204,1.308433,0,1,0,flat,leasehold
300000,52.62397,1.302359,1,2,0,flat,leasehold
215000,52.486034,-2.085382,1,3,0,end terrace house,leasehold
111000,52.52193,-2.126844,1,3,0,semi-detached house,freehold
199950,52.482956,-2.079987,1,3,0,semi-detached house,freehold
85000,52.53597,-2.132569,1,3,0,detached house,freehold
135995,52.506287,-2.082623,1,2,0,end terrace house,freehold
75000,52.513664,-2.098621,1,2,0,end terrace house,freehold
90000,55.056908,-1.587413,1,2,0,semi-detached house,freehold
81000,55.06248,-1.592124,1,2,0,end terrace house,freehold
75000,55.050144,-1.590222,1,2,0,terraced house,freehold
130000,55.05787,-1.580646,0,4,0,end terrace house,freehold
189950,55.05589,-1.59462,2,3,0,town house,freehold
125000,55.05677,-1.587581,2,3,0,semi-detached house,freehold
124950,55.056244,-1.590739,1,3,0,semi-detached house,freehold
77000,55.056034,-1.597629,1,2,0,terraced house,freehold
129950,55.055473,-1.586686,1,2,0,semi-detached house,freehold
75000,55.057392,-1.59295,1,2,0,flat,leasehold
82000,55.056908,-1.587413,1,3,0,semi-detached house,freehold
181000,52.51556,-2.092292,1,4,0,town house,freehold
360000,52.514,-2.093739,2,7,0,detached house,freehold
189950,52.52022,-2.088329,2,2,0,semi-detached house,freehold
98000,52.520657,-2.083961,1,3,0,semi-detached house,freehold
136000,52.520657,-2.083961,1,3,0,terraced house,freehold
87000,52.513035,-2.092419,1,4,0,detached house,freehold
93550,52.518444,-2.073597,0,2,0,flat,leasehold
64000,52.510857,-2.085283,0,1,0,flat,leasehold
140000,52.520657,-2.083961,2,3,0,end terrace house,freehold
74000,52.51639,-2.091581,1,3,0,semi-detached house,freehold
99950,52.515667,-2.094901,1,2,0,flat,leasehold
107000,52.517868,-2.073404,1,2,0,flat,leasehold
85950,52.515747,-2.094811,1,1,0,flat,leasehold
73500,52.517666,-2.082688,1,3,0,semi-detached house,freehold
150000,52.520363,-2.090578,1,3,0,semi-detached house,freehold
90000,52.515667,-2.094901,1,2,0,flat,leasehold
300000,52.517532,-2.088126,3,5,0,detached house,freehold
96000,52.517822,-2.089733,1,3,0,semi-detached house,freehold
135000,52.510906,-2.085238,1,2,0,flat,leasehold
190000,52.516533,-2.093576,1,4,0,end terrace house,freehold
117000,52.912918,-0.625112,0,3,0,semi-detached house,freehold
62000,52.90747,-0.640556,1,2,0,flat,leasehold
140000,52.90369,-0.642151,2,3,0,end terrace house,freehold
179950,52.914055,-0.631148,2,3,0,semi-detached house,freehold
354995,52.909786,-0.640562,2,4,0,detached house,freehold
94000,52.907043,-0.633704,2,3,0,detached house,freehold
65000,52.905155,-0.642833,1,0,0,studio,leasehold
120000,52.90223,-0.634747,1,2,0,terraced house,freehold
27750,52.909523,-0.636585,1,3,0,terraced house,freehold
99950,52.90912,-0.632965,1,1,0,maisonette,leasehold
167500,52.904552,-0.642257,2,3,0,town house,freehold
179995,52.90245,-0.634865,2,4,0,end terrace house,freehold
39000,52.912476,-0.6316,1,2,0,end terrace house,freehold
176995,52.9039,-0.643461,3,4,0,detached house,freehold
180496,52.9039,-0.642945,2,4,0,detached house,freehold
155000,50.86409,0.594528,1,3,0,semi-detached house,freehold
55000,50.864967,0.591605,1,1,0,flat,leasehold
145000,50.86493,0.608925,1,2,0,terraced house,freehold
119500,50.862617,0.588581,1,4,0,terraced house,freehold
305000,50.86124,0.589312,3,5,0,end terrace house,freehold
175000,50.862427,0.590141,1,1,0,flat,leasehold
148000,52.523186,-2.050701,1,3,0,detached house,freehold
180000,52.527775,-2.055423,1,2,0,semi-detached house,freehold
138000,52.52928,-2.044252,2,3,0,end terrace house,freehold
210000,52.525345,-2.041447,1,3,0,semi-detached house,freehold
75000,52.52814,-2.046004,1,1,0,flat,leasehold
75000,52.527775,-2.047222,1,1,0,flat,leasehold
97500,52.517708,-2.052788,1,2,0,semi-detached house,freehold
145995,52.529575,-2.048881,1,3,0,terraced house,freehold
113950,52.518684,-2.055922,1,2,0,flat,leasehold
105950,52.527775,-2.055423,1,3,0,detached house,freehold
184950,52.528137,-2.046123,1,3,0,detached house,freehold
39000,52.528267,-2.044015,2,3,0,semi-detached house,freehold
88000,52.528633,-2.049101,1,2,0,flat,leasehold
65000,52.52293,-2.054312,1,1,0,flat,leasehold
108000,52.52878,-2.053553,2,4,0,detached house,freehold
130000,52.530712,-2.043962,1,2,0,semi-detached house,freehold
107250,52.52904,-2.04008,2,2,0,flat,leasehold
140000,52.527336,-2.051089,1,2,0,semi-detached house,freehold
175000,52.52328,-2.054445,1,2,0,semi-detached house,freehold
315000,52.52765,-2.047623,2,5,0,detached house,freehold
50250,52.526054,-2.041566,1,3,0,end terrace house,freehold
215000,52.486034,-2.085382,1,3,0,end terrace house,leasehold
199950,52.482956,-2.079987,1,3,0,semi-detached house,freehold
165000,52.473736,-2.08767,1,2,0,semi-detached house,freehold
199950,52.482525,-2.080075,1,3,0,semi-detached house,freehold
165000,52.48248,-2.089896,1,3,0,end terrace house,freehold
225000,52.483883,-2.088405,1,3,0,semi-detached house,freehold
97500,52.48248,-2.089896,1,3,0,semi-detached house,freehold
16000,52.483753,-2.081844,1,0,0,studio,leasehold
229950,52.482162,-2.080825,1,3,0,semi-detached house,freehold
165000,52.480244,-2.076903,1,2,0,semi-detached house,freehold
259950,52.47886,-2.095301,2,4,0,detached house,freehold
190000,52.481224,-2.077394,1,3,0,semi-detached house,freehold
199950,52.47994,-2.080085,1,3,0,semi-detached house,freehold
190000,52.48161,-2.077643,1,3,0,semi-detached house,freehold
78000,52.472847,-2.080346,1,1,0,flat,freehold
110000,52.478046,-2.082128,1,3,0,terraced house,freehold
189950,52.4808,-2.082326,1,4,0,semi-detached house,freehold
175000,52.47618,-2.086895,1,3,0,semi-detached house,freehold
169250,52.473145,-2.084394,2,4,0,end terrace house,freehold
111000,52.48103,-2.083149,1,3,0,semi-detached house,freehold
132500,52.480556,-2.077229,1,4,0,end terrace house,freehold
224950,52.47876,-2.095772,2,3,0,detached house,freehold
178000,52.478416,-2.090256,0,3,0,semi-detached house,freehold
174950,52.479477,-2.096737,2,3,0,end terrace house,freehold
160000,52.483288,-2.08193,1,3,0,semi-detached house,freehold
82000,52.48276,-2.083309,1,2,0,semi-detached house,freehold
175000,52.473545,-2.090202,1,3,0,detached house,freehold
219950,52.47886,-2.095301,2,3,0,detached house,freehold
185000,52.482994,-2.093267,1,3,0,cottage,freehold
114995,57.150326,-2.094224,1,4,0,flat,freehold
70000,57.150555,-2.101298,1,2,1,flat,freehold
180000,57.156097,-2.086866,1,2,0,flat,freehold
114995,57.150326,-2.094224,1,4,0,flat,freehold
70000,57.150555,-2.101298,1,2,1,flat,freehold
97000,57.15155,-2.10335,1,1,0,flat,freehold
38000,57.158085,-2.100244,1,1,0,flat,freehold
69995,57.149006,-2.116615,1,1,0,flat,freehold
60000,57.139347,-2.11741,1,1,0,flat,freehold
38000,57.158085,-2.100244,1,1,0,flat,freehold
65000,57.161625,-2.109529,1,1,0,flat,freehold
55000,57.154198,-2.092647,1,1,0,flat,freehold
100000,57.13988,-2.104012,0,2,0,flat,freehold
140000,57.139515,-2.103048,2,2,0,flat,freehold
115000,57.14,-2.100939,1,2,0,flat,freehold
190000,50.803436,-1.064275,1,1,0,flat,leasehold
178500,50.800594,-1.073484,1,2,0,terraced house,freehold
125000,50.807453,-1.070875,1,2,0,terraced house,freehold
210000,50.802536,-1.073364,2,2,0,terraced house,freehold
191000,50.79947,-1.098285,1,2,0,flat,leasehold
140000,50.800346,-1.070171,1,2,0,terraced house,freehold
167500,50.800846,-1.072418,1,3,0,terraced house,freehold
143000,50.783672,-1.089022,1,1,0,flat,leasehold
145000,50.790367,-1.079705,2,2,0,flat,leasehold
200000,50.791313,-1.085574,1,2,0,flat,leasehold
125000,50.78598,-1.091452,1,2,0,flat,leasehold
27000,50.786,-1.082514,1,1,0,flat,leasehold
300000,50.79176,-1.085409,1,3,0,terraced house,freehold
191000,50.79947,-1.098285,1,2,0,flat,leasehold
135000,50.793575,-1.095546,1,1,0,flat,leasehold
143500,50.792137,-1.090069,1,2,0,maisonette,leasehold
222500,50.79388,-1.095541,2,2,0,flat,leasehold
315000,50.79253,-1.090563,1,3,0,town house,freehold
120000,50.79965,-1.088523,1,2,0,flat,leasehold
120000,50.800167,-1.089484,1,2,0,flat,leasehold
115000,50.793816,-1.095543,1,1,0,flat,leasehold
120000,50.799904,-1.08866,1,2,0,flat,leasehold
120000,50.799484,-1.087596,1,2,0,flat,leasehold
120000,50.799717,-1.088517,1,2,0,flat,leasehold
250000,50.80456,-1.055838,1,2,0,terraced house,freehold
185000,50.80504,-1.052222,2,4,0,terraced house,freehold
202000,50.80631,-1.051566,1,3,0,terraced house,freehold
205000,50.80422,-1.053079,1,3,0,terraced house,freehold
190500,50.805477,-1.052358,3,5,0,terraced house,freehold
191000,50.79947,-1.098285,1,2,0,flat,leasehold
185000,50.793736,-1.117677,1,2,0,flat,leasehold
305000,50.79441,-1.104867,2,2,0,flat,leasehold
133000,50.793736,-1.117677,1,2,0,flat,leasehold
275250,50.7966,-1.11803,2,2,0,flat,share_of_freehold
205000,50.800686,-1.103271,0,2,0,flat,leasehold
400000,50.791595,-1.108681,0,2,0,flat,leasehold
116000,50.795162,-1.118402,1,2,0,flat,leasehold
70500,50.790287,-1.103157,2,4,0,town house,freehold
215000,50.794064,-1.107697,2,2,0,flat,leasehold
143000,50.783672,-1.089022,1,1,0,flat,leasehold
200000,50.791313,-1.085574,1,2,0,flat,leasehold
125000,50.78598,-1.091452,1,2,0,flat,leasehold
27000,50.786,-1.082514,1,1,0,flat,leasehold
300000,50.79176,-1.085409,1,3,0,terraced house,freehold
135000,50.793575,-1.095546,1,1,0,flat,leasehold
96000,50.78809,-1.082958,1,3,0,flat,leasehold
420000,50.788536,-1.084663,2,6,0,terraced house,freehold
430000,50.788635,-1.084064,2,5,0,detached house,freehold
160000,54.995247,-1.726302,1,3,0,semi-detached house,leasehold
76000,54.995155,-1.726776,2,3,0,semi-detached house,leasehold
350000,54.990448,-1.733425,1,3,0,detached bungalow,freehold
150000,54.99336,-1.733359,1,3,0,terraced house,freehold
199200,54.996105,-1.727354,2,3,0,semi-detached house,leasehold
175000,54.985565,-1.603229,2,2,0,flat,leasehold
161000,54.987568,-1.601253,1,2,0,flat,leasehold
